neuron_id,pair_idx,neuron_idx,mp1_name,mp2_name,n_neurons_mp1,n_neurons_mp2,R2_mp1,R2_mp2,delta_R2
20260323_n26,5,26,SKIEUR_20260323_SESSION_00,SKIEUR_20260323_SESSION_01,19,32,,0.0056919311022939345,
20260323_n27,5,27,SKIEUR_20260323_SESSION_00,SKIEUR_20260323_SESSION_01,19,32,,0.00519174511980891,
20260323_n28,5,28,SKIEUR_20260323_SESSION_00,SKIEUR_20260323_SESSION_01,19,32,,0.001136970325185671,
20260323_n29,5,29,SKIEUR_20260323_SESSION_00,SKIEUR_20260323_SESSION_01,19,32,,0.0010896168874683365,
20260323_n30,5,30,SKIEUR_20260323_SESSION_00,SKIEUR_20260323_SESSION_01,19,32,,0.004772654153031186,
20260323_n31,5,31,SKIEUR_20260323_SESSION_00,SKIEUR_20260323_SESSION_01,19,32,,0.007317970738293322,
20260323_n0,6,0,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.0008649324388249058,0.0030562218313109346,0.002191289392486029
20260323_n1,6,1,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.011755108283990623,0.0002573314769888091,-0.011497776807001814
20260323_n2,6,2,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.0039466716145768466,0.002612153904236636,-0.0013345177103402106
20260323_n3,6,3,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.011065787989577802,0.0008283444060975809,-0.010237443583480221
20260323_n4,6,4,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.014149846485955853,0.005847072849287871,-0.008302773636667982
20260323_n5,6,5,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.0014797245826374539,0.004701682844271304,0.0032219582616338505
20260323_n6,6,6,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.007541095949506582,-0.00010025449998107838,-0.0076413504494876605
20260323_n7,6,7,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,7.790467995583139e-05,0.004523415563657651,0.00444551088370182
20260323_n8,6,8,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.005630250366636225,0.010177280498589236,0.0045470301319530115
20260323_n9,6,9,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.006831757325413634,0.016040401885642486,0.009208644560228851
20260323_n10,6,10,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.01187564847841116,0.006350066164471202,-0.0055255823139399585
20260323_n11,6,11,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.0022918056077407822,0.0045212763704874925,0.0022294707627467103
20260323_n12,6,12,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.003220706007463714,0.002324401542710075,-0.0008963044647536389
20260323_n13,6,13,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.005724246540980804,0.000732753614956172,-0.004991492926024632
20260323_n14,6,14,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.004700109815265363,0.00732897356115636,0.002628863745890997
20260323_n15,6,15,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.00315081010395335,0.0017367297473029897,-0.0014140803566503601
20260323_n16,6,16,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,0.012373584288699946,0.0011505364230478543,-0.011223047865652092
20260323_n17,6,17,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.0005543799501754876,
20260323_n18,6,18,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.007037169619963146,
20260323_n19,6,19,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.005812839825329541,
20260323_n20,6,20,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.00212174424991729,
20260323_n21,6,21,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.0007702707740883108,
20260323_n22,6,22,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.006692325842370894,
20260323_n23,6,23,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.008708060576193333,
20260323_n24,6,24,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.00041597356508704664,
20260323_n25,6,25,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.00522054699386687,
20260323_n26,6,26,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.005149433418927929,
20260323_n27,6,27,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.0008442419452168171,
20260323_n28,6,28,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.007159551128589903,
20260323_n29,6,29,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.0014188581848936233,
20260323_n30,6,30,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.00034613157848173426,
20260323_n31,6,31,SKIEUR_20260323_SESSION_02,SKIEUR_20260323_SESSION_03,17,32,,0.0008062041426288857,
20260325_n0,7,0,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.001888219510290945,0.0015780279478460058,-0.00031019156244493917
20260325_n1,7,1,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.007846616413701213,4.8370151151333474e-05,-0.007798246262549879
20260325_n2,7,2,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.0045593320100181245,0.006452534108114083,0.0018932020980959585
20260325_n3,7,3,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.0009737916867867957,0.006484148382316368,0.005510356695529572
20260325_n4,7,4,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.001906270782338737,0.000978492676322662,-0.000927778106016075
20260325_n5,7,5,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.0011675264825669052,4.3270879862555844e-06,-0.0011631993945806496
20260325_n6,7,6,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.003063180880512828,0.0030231977821878475,-3.998309832498048e-05
20260325_n7,7,7,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.014118190238601613,0.0032323875239304023,-0.010885802714671211
20260325_n8,7,8,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.0009071924615193794,0.00021089030435950118,-0.0006963021571598782
20260325_n9,7,9,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.0025057799559661253,0.0044500134592089235,0.0019442335032427982
20260325_n10,7,10,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,0.003160336531100816,0.004287109871887407,0.001126773340786591
20260325_n11,7,11,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.0003364460794509361,
20260325_n12,7,12,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.0049084198738869045,
20260325_n13,7,13,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.00040650628505867203,
20260325_n14,7,14,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,7.342543309585281e-05,
20260325_n15,7,15,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.0011064150525615934,
20260325_n16,7,16,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.003327070376972663,
20260325_n17,7,17,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,-0.00010219468318228841,
20260325_n18,7,18,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.0009627377368329748,
20260325_n19,7,19,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,4.2902730554295054e-05,
20260325_n20,7,20,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.0026880211364005424,
20260325_n21,7,21,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.0011319252492192344,
20260325_n22,7,22,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.0008662068942523193,
20260325_n23,7,23,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.002617857942118329,
20260325_n24,7,24,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.006137862542623718,
20260325_n25,7,25,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.004859958211135829,
20260325_n26,7,26,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.0033354215150367406,
20260325_n27,7,27,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.003926622730648144,
20260325_n28,7,28,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.001909594495859146,
20260325_n29,7,29,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,8.948957018128922e-05,
20260325_n30,7,30,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.004108326543053931,
20260325_n31,7,31,SKIEUR_20260325_SESSION_00,SKIEUR_20260325_SESSION_01,11,32,,0.004988659719038058,
20260325_n0,8,0,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,0.003527721048373622,0.002092117589551412,-0.00143560345882221
20260325_n1,8,1,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,0.010480857951930878,0.0007162308122528049,-0.009764627139678073
20260325_n2,8,2,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,0.006315636904961508,0.005036839798070902,-0.0012787971068906057
20260325_n3,8,3,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,0.0005260654944513332,0.0014031679673078834,0.0008771024728565502
20260325_n4,8,4,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,0.011250684095306607,0.0014288944935932912,-0.009821789601713315
20260325_n5,8,5,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,0.0018610705691213258,-4.869378954541759e-05,-0.0019097643586667434
20260325_n6,8,6,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,0.0037603485168897777,0.0012743285527074821,-0.0024860199641822955
20260325_n7,8,7,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,0.005919993309695504,0.001152243566914346,-0.004767749742781158
20260325_n8,8,8,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,0.004237066965700476,0.002456694716970853,-0.0017803722487296225
20260325_n9,8,9,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.002688444849972327,
20260325_n10,8,10,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.001275364731473494,
20260325_n11,8,11,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,4.389260559178876e-05,
20260325_n12,8,12,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.00718216120557702,
20260325_n13,8,13,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,7.83112806409525e-05,
20260325_n14,8,14,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,-1.4124749476707166e-05,
20260325_n15,8,15,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.0017611775279892106,
20260325_n16,8,16,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.002079055702669197,
20260325_n17,8,17,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.0007920638944535208,
20260325_n18,8,18,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.00037994201494728763,
20260325_n19,8,19,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,-4.272006296490716e-06,
20260325_n20,8,20,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.0012347952820727093,
20260325_n21,8,21,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.0011964231929949554,
20260325_n22,8,22,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.00039720709641355434,
20260325_n23,8,23,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.0018126843570765994,
20260325_n24,8,24,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.0032179081457015535,
20260325_n25,8,25,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.002070568831115449,
20260325_n26,8,26,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.003802593746245253,
20260325_n27,8,27,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.0019312570089813352,
20260325_n28,8,28,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.00029236371142626894,
20260325_n29,8,29,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.0005442555817756212,
20260325_n30,8,30,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.0021038977819259896,
20260325_n31,8,31,SKIEUR_20260325_SESSION_02,SKIEUR_20260325_SESSION_03,9,32,,0.002040673013595562,
20260326_n0,9,0,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.008107945534428507,0.0012315830639362257,-0.006876362470492281
20260326_n1,9,1,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.0023784208436683496,-3.218702876028878e-05,-0.0024106078724286384
20260326_n2,9,2,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.012978437723932035,0.0038014324764451546,-0.00917700524748688
20260326_n3,9,3,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.0007503956058886319,0.0017498810944687193,0.0009994854885800875
20260326_n4,9,4,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.0011274878628871887,0.0004941638003491677,-0.000633324062538021
20260326_n5,9,5,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.007704057212678195,1.1118966384948692e-05,-0.007692938246293246
20260326_n6,9,6,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.0038882915633853266,0.0003354823281285224,-0.003552809235256804
20260326_n7,9,7,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.0023738578429879365,0.0002664159554573997,-0.0021074418875305367
20260326_n8,9,8,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.0025069654611091785,0.0011645349572021457,-0.0013424305039070328
20260326_n9,9,9,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,0.004821980340818377,0.0018336905211875365,-0.0029882898196308405
20260326_n10,9,10,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.0028222621248727986,
20260326_n11,9,11,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,-3.281162949919647e-05,
20260326_n12,9,12,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.004067207996393707,
20260326_n13,9,13,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,-5.413444201085582e-05,
20260326_n14,9,14,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,-8.152518712201129e-05,
20260326_n15,9,15,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.0006677808726384127,
20260326_n16,9,16,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.0012533545202606522,
20260326_n17,9,17,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,-5.8562120021088404e-05,
20260326_n18,9,18,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,-4.4119706216649845e-05,
20260326_n19,9,19,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,6.197006832231455e-05,
20260326_n20,9,20,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,9.602337134573258e-05,
20260326_n21,9,21,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,-2.382353532914827e-05,
20260326_n22,9,22,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.000938907315568227,
20260326_n23,9,23,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.00037740637325356374,
20260326_n24,9,24,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.0007118563165801062,
20260326_n25,9,25,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.0005208797258386966,
20260326_n26,9,26,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.0027187045610485017,
20260326_n27,9,27,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.003285974236296285,
20260326_n28,9,28,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.0004780312973869938,
20260326_n29,9,29,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.00047852592890484935,
20260326_n30,9,30,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.00027190160120960094,
20260326_n31,9,31,SKIEUR_20260326_SESSION_00,SKIEUR_20260326_SESSION_02,10,32,,0.0006349404313932272,
20260327_n0,10,0,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.0081704855000021,0.0008262204516507055,-0.007344265048351395
20260327_n1,10,1,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.005262716667879586,-7.315944700314603e-05,-0.005335876114882732
20260327_n2,10,2,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.00907095197292529,0.002664399819773955,-0.006406552153151335
20260327_n3,10,3,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.002424580438243673,0.00277065748929195,0.0003460770510482769
20260327_n4,10,4,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.0021080439494275405,0.0005549332184641154,-0.0015531107309634251
20260327_n5,10,5,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.00159871168862602,-6.65964834281052e-05,-0.0016653081720541252
20260327_n6,10,6,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.009414665116200482,0.00022848316391643753,-0.009186181952284045
20260327_n7,10,7,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.0006719578278805427,0.00012862517414802266,-0.00054333265373252
20260327_n8,10,8,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.00916397581569195,0.00010187273669259866,-0.00906210307899935
20260327_n9,10,9,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.002131100664187535,0.0012382739867693449,-0.0008928266774181903
20260327_n10,10,10,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.0006339796406282794,0.0027674599972760117,0.0021334803566477323
20260327_n11,10,11,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.003008464110757725,0.00020230128167275652,-0.0028061628290849683
20260327_n12,10,12,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,0.007355311932451092,0.0029370962841944737,-0.004418215648256618
20260327_n13,10,13,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,3.3156498891906416e-05,
20260327_n14,10,14,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,-2.0915352284989197e-05,
20260327_n15,10,15,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.00022611164571240128,
20260327_n16,10,16,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.001530813325564151,
20260327_n17,10,17,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,-4.904981365316807e-05,
20260327_n18,10,18,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,-7.617287408967499e-05,
20260327_n19,10,19,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,-3.8273862886573085e-05,
20260327_n20,10,20,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.00019101917032204874,
20260327_n21,10,21,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,2.7571677597482136e-05,
20260327_n22,10,22,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.0003311342638938619,
20260327_n23,10,23,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.0003709101525808389,
20260327_n24,10,24,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.0009396962968096778,
20260327_n25,10,25,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.000205229239480631,
20260327_n26,10,26,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.0017697901710302943,
20260327_n27,10,27,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.0013534239828051353,
20260327_n28,10,28,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,-6.154099018962356e-05,
20260327_n29,10,29,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.0006058108059098233,
20260327_n30,10,30,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.0003207962881363047,
20260327_n31,10,31,SKIEUR_20260327_SESSION_00,SKIEUR_20260327_SESSION_01,13,32,,0.0007323485373806893,
